Found 2 clusters
         36857989 function calls (36842332 primitive calls) in 57.549 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.066    0.066 _backend_tk.py:1002(new_figure_manager_given_figure)
        1    0.000    0.000    0.002    0.002 fontconfig_pattern.py:65(__init__)
        1    0.000    0.000    0.000    0.000 timedeltas.py:1(<module>)
        9    0.000    0.000    0.000    0.000 patches.py:112(_process_radius)
        1    0.000    0.000    0.001    0.001 indexing.py:2(<module>)
        6    0.000    0.000    0.003    0.001 enum.py:532(_convert)
       16    0.000    0.000    0.003    0.000 axis.py:766(_set_scale)
       67    0.000    0.000    0.000    0.000 text.py:246(set_rotation_mode)
       80    0.000    0.000    0.000    0.000 ops.py:249(_get_frame_op_default_axis)
       74    0.000    0.000    0.000    0.000 text.py:1140(set_y)
       20    0.000    0.000    0.025    0.001 pyparsing.py:3837(parseImpl)
       33    0.000    0.000    0.000    0.000 function_base.py:241(iterable)
       12    0.000    0.000    0.000    0.000 ops.py:1604(_comp_method_FRAME)
        1    0.000    0.000    0.008    0.008 lines.py:4(<module>)
       17    0.000    0.000    0.000    0.000 pyparsing.py:3518(__init__)
       12    0.000    0.000    0.001    0.000 transforms.py:733(<listcomp>)
        1    0.000    0.000    0.002    0.002 signal.py:1(<module>)
       18    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:737(create_module)
       88    0.000    0.000    0.000    0.000 traceback.py:286(walk_stack)
       12    0.000    0.000    0.000    0.000 ops.py:1566(_flex_comp_method_FRAME)
        1    0.000    0.000    0.000    0.000 numerictypes.py:766(_construct_lookups)
       68    0.000    0.000    0.000    0.000 ipaddress.py:1251(__init__)
        1    0.000    0.000    0.000    0.000 path.py:716(circle)
       90    0.000    0.000    0.000    0.000 lines.py:968(set_color)
        2    0.000    0.000    0.008    0.004 axis.py:2297(_update_label_position)
        3    0.000    0.000    0.001    0.000 _decorators.py:10(deprecate)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:332(<dictcomp>)
        6    0.000    0.000    0.000    0.000 patches.py:1814(<listcomp>)
       58    0.000    0.000    0.000    0.000 cycler.py:371(<genexpr>)
        1    0.000    0.000    0.032    0.032 __init__.py:110(<module>)
       32    0.000    0.000    0.000    0.000 warnings.py:350(__init__)
      150    0.000    0.000    0.000    0.000 my_exceptions.py:94(<lambda>)
       12    0.000    0.000    0.001    0.000 transforms.py:735(<listcomp>)
        2    0.000    0.000    0.005    0.002 __init__.py:15(<module>)
       12    0.000    0.000    0.000    0.000 enum.py:99(<dictcomp>)
       28    0.000    0.000    0.000    0.000 os.py:796(encode)
       13    0.000    0.000    0.000    0.000 nanops.py:60(__init__)
        1    0.000    0.000    0.002    0.002 random.py:37(<module>)
        1    0.000    0.000    0.000    0.000 frequencies.py:2(<module>)
        1    0.000    0.000    0.002    0.002 parse.py:28(<module>)
        1    0.000    0.000    0.002    0.002 config.py:49(<module>)
       34    0.000    0.000    0.000    0.000 markers.py:323(get_transform)
       48    0.000    0.000    0.000    0.000 text.py:242(get_rotation)
       30    0.000    0.000    0.026    0.001 rcsetup.py:446(validate_font_properties)
       76    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      133    0.000    0.000    0.000    0.000 expr.py:147(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.001    0.001 zipfile.py:5(<module>)
        2    0.000    0.000    0.000    0.000 missing.py:3(<module>)
        2    0.000    0.000    0.007    0.004 axis.py:1924(_update_label_position)
       61    0.000    0.000    0.000    0.000 numeric.py:1927(isscalar)
       66    0.000    0.000    0.001    0.000 linecache.py:37(getlines)
       12    0.000    0.000    0.000    0.000 enum.py:361(_get_mixins_)
        1    0.000    0.000    0.004    0.004 ticker.py:165(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:88(<module>)
        1    0.000    0.000    0.003    0.003 series.py:4(<module>)
        1    0.000    0.000    0.007    0.007 iterative.py:1(<module>)
       11    0.000    0.000    0.027    0.002 pyparsing.py:1586(parseString)
      107    0.000    0.000    0.000    0.000 cycler.py:138(keys)
       14    0.000    0.000    0.000    0.000 pathlib.py:629(_parse_args)
       12    0.000    0.000    0.000    0.000 ops.py:1654(_comp_method_PANEL)
       44    0.000    0.000    0.000    0.000 backend_bases.py:879(set_alpha)
       29    0.000    0.000    0.000    0.000 numeric.py:2887(__init__)
       80    0.000    0.000    0.000    0.000 transforms.py:2915(interval_contains)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2085(genpareto_gen)
      156    0.000    0.000    0.000    0.000 expr.py:197(_node_not_implemented)
       32    0.000    0.000    0.001    0.000 transforms.py:2801(get_transformed_path_and_affine)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:594(_ReducedHCT_Element)
       48    0.000    0.000    0.000    0.000 backend_bases.py:979(set_linewidth)
        1    0.000    0.000    0.000    0.000 __init__.py:354(<listcomp>)
        3    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.000    0.000 cm.py:86(<dictcomp>)
       27    0.000    0.000    0.000    0.000 __init__.py:1230(_root)
        1    0.000    0.000    0.000    0.000 expr.py:252(f)
        1    0.000    0.000    0.007    0.007 reshape.py:3(<module>)
        2    0.000    0.000    0.000    0.000 missing.py:189(_isna_ndarraylike)
        2    0.000    0.000    0.002    0.001 backend_agg.py:409(get_renderer)
        2    0.000    0.000    0.000    0.000 __init__.py:18(_get_running_interactive_framework)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
       32    0.000    0.000    0.000    0.000 artist.py:836(set_alpha)
        1    0.000    0.000    0.001    0.001 category.py:1(<module>)
        6    0.000    0.000    0.000    0.000 generic.py:9673(_make_logical_function)
        1    0.000    0.000    0.004    0.004 minimize_trustregion_constr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:26(_fr1)
       12    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
      166    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
        2    0.000    0.000    0.001    0.000 utils.py:1(<module>)
        1    0.000    0.000    0.008    0.008 platform.py:10(<module>)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1462(get)
        8    0.000    0.000    0.000    0.000 {method 'clip' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 concat.py:3(<module>)
       20    0.000    0.000    0.000    0.000 __init__.py:142(__init__)
       11    0.000    0.000    0.000    0.000 generic.py:4378(__setattr__)
        1    0.000    0.000    0.001    0.001 strings.py:1(<module>)
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        1    0.000    0.000    0.007    0.007 __init__.py:90(<module>)
        4    0.000    0.000    0.000    0.000 weakref.py:101(__init__)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1612(_make_netmask)
        1    0.000    0.000    0.005    0.005 offsetbox.py:15(<module>)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
        9    0.000    0.000    0.002    0.000 decorator.py:225(decorate)
        1    0.000    0.000    0.000    0.000 scale.py:1(<module>)
       17    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
        1    0.000    0.000    0.000    0.000 sql.py:5(<module>)
        1    0.000    0.000    0.002    0.002 base.py:3(<module>)
       27    0.000    0.000    0.000    0.000 posixpath.py:355(abspath)
      281    0.000    0.000    0.000    0.000 font_manager.py:685(get_file)
       17    0.000    0.000    0.000    0.000 patches.py:285(_set_facecolor)
       10    0.000    0.000    0.000    0.000 _base.py:3014(get_xlim)
       10    0.000    0.000    0.000    0.000 _base.py:3366(get_ylim)
      265    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.001    0.001 numpy_pickle.py:1(<module>)
      120    0.000    0.000    0.000    0.000 figure.py:460(_get_dpi)
        1    0.000    0.000    0.000    0.000 pickle.py:180(<listcomp>)
        5    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_dtype}
        1    0.000    0.000    0.001    0.001 context.py:1(<module>)
       27    0.000    0.000    0.000    0.000 core.py:917(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:250(Figure)
      126    0.000    0.000    0.000    0.000 six.py:88(__init__)
       16    0.000    0.000    0.000    0.000 offsets.py:59(apply_wraps)
       20    0.000    0.000    0.000    0.000 functools.py:422(decorating_function)
       12    0.000    0.000    0.000    0.000 axis.py:1533(set_units)
        2    0.000    0.000    0.006    0.003 __init__.py:2313(_create)
        2    0.000    0.000    0.000    0.000 _decorators.py:184(decorate)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3(<module>)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        9    0.000    0.000    0.000    0.000 backend_bases.py:1401(_update_enter_leave)
       10    0.000    0.000    0.002    0.000 __init__.py:3392(__init__)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1099(_ip_int_from_string)
      118    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.geterrobj}
        1    0.000    0.000    0.067    0.067 pyplot.py:405(figure)
        1    0.000    0.000    0.001    0.001 range.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ntpath.py:6(<module>)
        1    0.000    0.000    0.000    0.000 offsets.py:2350(Second)
        1    0.000    0.000    0.007    0.007 __init__.py:86(<module>)
      204    0.000    0.000    0.000    0.000 patches.py:1807(<genexpr>)
        8    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.006    0.006 utils.py:5(<module>)
       20    0.000    0.000    0.001    0.000 pyparsing.py:3981(parseImpl)
        1    0.000    0.000    0.000    0.000 basic.py:756(erfinv)
     23/7    0.000    0.000    0.001    0.000 pyparsing.py:3740(streamline)
        2    0.000    0.000    0.007    0.004 generic.py:8893(_add_series_or_dataframe_operations)
        2    0.000    0.000    0.113    0.056 backend_agg.py:392(draw)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
        1    0.000    0.000    0.000    0.000 internals.py:4880(form_blocks)
       57    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.001    0.001 label.py:9(<module>)
        8    0.000    0.000    0.000    0.000 axis.py:871(_translate_tick_kw)
       16    0.000    0.000    0.000    0.000 scale.py:555(scale_factory)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        6    0.000    0.000    0.016    0.003 core.py:7813(asanyarray)
       16    0.000    0.000    0.001    0.000 axis.py:534(_get_text1_transform)
        9    0.000    0.000    0.004    0.000 backend_bases.py:1383(<listcomp>)
        1    0.000    0.000    0.000    0.000 pivot.py:4(<module>)
        1    0.000    0.000    0.005    0.005 _parser.py:30(<module>)
        1    0.000    0.000    0.002    0.002 pytables.py:1(<module>)
        1    0.000    0.000    0.001    0.001 backend_agg.py:21(<module>)
        8    0.000    0.000    0.000    0.000 nonlin.py:219(_set_doc)
       25    0.000    0.000    0.000    0.000 rcsetup.py:300(<listcomp>)
       15    0.000    0.000    0.000    0.000 ops.py:996(_arith_method_SERIES)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:235(_requires_builtin_wrapper)
       49    0.000    0.000    0.000    0.000 pyparsing.py:388(__getitem__)
        1    0.000    0.000    0.001    0.001 least_squares.py:1(<module>)
       96    0.000    0.000    0.000    0.000 ops.py:162(make_invalid_op)
       13    0.000    0.000    0.000    0.000 nanops.py:68(__call__)
        1    0.000    0.000    0.004    0.004 pilutil.py:7(<module>)
        1    0.000    0.000    0.000    0.000 offsets.py:2335(Day)
        2    0.000    0.000    0.068    0.034 __init__.py:14(<module>)
      263    0.000    0.000    0.000    0.000 transforms.py:1772(get_affine)
        1    0.000    0.000    0.002    0.002 transforms.py:30(<module>)
       64    0.000    0.000    0.000    0.000 text.py:36(_wrap_text)
        9    0.000    0.000    0.026    0.003 fontconfig_pattern.py:113(parse)
        1    0.000    0.000    0.007    0.007 case.py:1(<module>)
      355    0.000    0.000    0.000    0.000 artist.py:962(sticky_edges)
        1    0.000    0.000    0.002    0.002 _parallel_backends.py:3(<module>)
        1    0.000    0.000    0.001    0.001 texmanager.py:48(TexManager)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2159(ptp)
       17    0.000    0.000    0.000    0.000 pyparsing.py:1926(__or__)
       16    0.000    0.000    0.000    0.000 axis.py:2092(get_view_interval)
       15    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
        1    0.000    0.000    0.003    0.003 minpack.py:1(<module>)
       17    0.000    0.000    0.000    0.000 patches.py:259(_set_edgecolor)
       25    0.000    0.000    0.000    0.000 getlimits.py:532(max)
        1    0.000    0.000    0.001    0.001 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 pyplot.py:2075(<listcomp>)
      138    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
       16    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.001    0.001 accessors.py:3(<module>)
        1    0.000    0.000    0.000    0.000 offsets.py:2340(Hour)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
        1    0.000    0.000    0.002    0.002 basic.py:7(<module>)
        1    0.000    0.000    0.000    0.000 data.py:162(_min_or_max_axis)
        1    0.000    0.000    0.001    0.001 decorator.py:33(<module>)
        1    0.000    0.000    0.000    0.000 common.py:3(<module>)
      158    0.000    0.000    0.000    0.000 pyparsing.py:3370(<genexpr>)
        7    0.000    0.000    0.000    0.000 _base.py:3699(format_coord)
        1    0.000    0.000    0.000    0.000 offsets.py:2345(Minute)
       15    0.000    0.000    0.001    0.000 abc.py:151(register)
